ID	AGE	INCOME	GENDER	MARITAL	NUMKIDS	NUMCARDS	HOWPAID	MORTGAGE	STORECAR	LOANS	RISK
100690	42	40176	m	married  	1	2	monthly	y	2	0	bad loss  
100575	39	40057	m	married  	0	1	monthly	y	1	1	bad loss  
100509	37	40020	m	married  	1	2	monthly	y	2	0	bad loss  
100459	36	39899	f	married  	0	2	monthly	y	1	0	good risk 
100061	29	39476	f	single   	0	0	monthly	y	1	0	good risk 
100177	38	39446	m	single   	0	0	monthly	y	2	0	good risk 
100191	39	39326	f	single   	0	1	monthly	y	0	0	good risk 
100428	35	39277	f	married  	0	1	monthly	y	1	1	good risk 
100134	35	39207	m	single   	0	1	monthly	y	2	0	good risk 
100572	39	39188	m	married  	0	2	monthly	y	1	0	good risk 
100109	33	39162	f	single   	0	0	monthly	y	2	0	bad profit
100776	45	39087	f	married  	1	2	monthly	y	1	1	good risk 
100243	43	38858	f	single   	0	0	monthly	y	1	0	good risk 
100710	29	38654	f	married  	1	1	monthly	y	1	0	good risk 
100160	37	38191	f	single   	0	0	monthly	y	2	0	bad profit
100257	29	38097	m	single   	0	1	monthly	y	2	0	good risk 
100675	42	37837	m	married  	1	2	monthly	y	2	1	good risk 
100015	25	37571	f	single   	0	1	monthly	y	0	0	good risk 
100175	38	37533	f	single   	0	1	monthly	y	2	0	good risk 
100269	37	37520	m	single   	0	1	monthly	y	1	0	good risk 
100145	36	37476	m	single   	0	0	monthly	y	1	0	good risk 
100130	35	37394	f	single   	0	0	monthly	y	0	0	good risk 
100235	42	37367	m	single   	0	1	monthly	y	2	0	good risk 
100196	39	36972	f	single   	0	1	monthly	y	0	0	good risk 
100267	45	36358	f	single   	0	1	monthly	y	2	0	good risk 
100711	43	36296	m	married  	1	1	monthly	y	1	1	bad profit
100356	33	36062	m	married  	1	1	monthly	y	2	0	good risk 
100300	31	36036	f	married  	0	2	monthly	y	1	1	good risk 
100038	27	35973	f	single   	0	0	monthly	y	0	0	bad loss  
100037	27	35967	f	single   	0	0	monthly	y	1	0	good risk 
100028	26	35922	m	single   	0	1	monthly	y	2	0	good risk 
100107	33	35838	f	single   	0	1	monthly	y	0	0	good risk 
100328	32	35616	f	married  	0	1	monthly	y	1	0	good risk 
100094	32	35465	f	single   	0	1	monthly	y	1	0	good risk 
100775	45	35188	f	married  	1	1	monthly	y	2	1	good risk 
100254	31	34845	m	single   	0	1	monthly	y	0	0	bad loss  
100009	25	34824	f	single   	0	1	monthly	y	1	0	good risk 
100070	30	34795	m	single   	0	1	monthly	y	1	0	bad loss  
100185	39	34345	m	single   	0	1	monthly	y	0	0	good risk 
100181	38	34281	f	single   	0	1	monthly	y	1	0	good risk 
100271	30	34265	f	married  	0	1	monthly	y	1	0	good risk 
100081	31	34180	f	single   	0	0	monthly	y	0	0	good risk 
100050	28	34153	m	single   	0	1	monthly	y	0	0	good risk 
100097	33	34027	f	single   	0	0	monthly	y	0	0	good risk 
100126	35	33740	m	single   	0	0	monthly	y	1	0	good risk 
100427	35	33679	f	married  	0	2	monthly	y	2	1	good risk 
100734	44	33454	m	married  	0	1	monthly	y	1	1	good risk 
100541	38	33439	m	married  	1	1	monthly	y	2	1	bad loss  
100231	37	33315	m	single   	0	0	monthly	y	0	0	good risk 
100172	38	33248	m	single   	0	0	monthly	y	2	0	good risk 
100113	34	32994	f	single   	0	1	monthly	y	0	0	good risk 
100245	43	32893	f	single   	0	1	monthly	y	0	0	good risk 
100006	25	32876	f	single   	0	0	monthly	y	1	0	good risk 
100241	43	32874	m	single   	0	1	monthly	y	0	0	good risk 
100127	35	32827	m	single   	0	0	monthly	y	0	0	good risk 
100161	37	32732	m	single   	0	1	monthly	y	1	0	good risk 
100219	41	32694	m	single   	0	1	monthly	y	1	0	good risk 
100180	38	32585	m	single   	0	1	monthly	y	2	0	good risk 
100239	43	32569	f	single   	0	1	monthly	y	0	0	good risk 
100631	41	32526	f	married  	0	1	monthly	y	1	1	good risk 
100540	38	32363	f	married  	0	1	monthly	y	2	0	good risk 
100141	36	32056	m	single   	0	0	monthly	y	1	0	good risk 
100228	42	31912	m	single   	0	0	monthly	y	0	0	good risk 
100091	32	31778	f	single   	0	1	monthly	y	1	0	good risk 
100040	28	31731	m	single   	0	0	monthly	y	2	0	good risk 
100044	28	31625	f	single   	0	0	monthly	y	0	0	bad profit
100774	30	31563	f	married  	1	1	monthly	y	2	0	good risk 
100053	29	31519	f	single   	0	1	monthly	y	0	0	good risk 
100082	31	31472	f	single   	0	1	monthly	y	2	0	good risk 
100251	35	31454	m	single   	0	1	monthly	y	0	0	bad loss  
100101	33	31449	m	single   	0	0	monthly	y	1	0	good risk 
100055	29	31232	m	single   	0	1	monthly	y	2	0	good risk 
100110	34	31218	f	single   	0	1	monthly	y	2	0	good risk 
100010	25	30908	f	single   	0	0	monthly	y	2	0	good risk 
100199	40	30881	f	single   	0	1	monthly	y	2	0	good risk 
100034	27	30796	f	single   	0	0	monthly	y	2	0	good risk 
100712	43	30788	f	married  	1	2	monthly	y	2	1	good risk 
100155	37	30605	f	single   	0	1	monthly	y	0	0	good risk 
103479	47	29997	m	divsepwid	2	5	weekly 	y	3	2	bad profit
103175	43	29993	f	divsepwid	3	6	weekly 	y	4	2	bad loss  
103161	43	29987	f	divsepwid	4	5	weekly 	y	4	2	good risk 
103316	45	29963	f	divsepwid	4	6	weekly 	n	3	2	good risk 
100502	37	29934	f	married  	1	1	monthly	y	2	1	good risk 
100042	28	29912	f	single   	0	0	monthly	y	1	0	good risk 
103090	42	29896	f	divsepwid	3	5	weekly 	y	3	3	bad profit
103009	41	29873	f	divsepwid	3	6	weekly 	n	3	2	bad loss  
103163	43	29869	m	divsepwid	2	6	weekly 	y	3	2	good risk 
103862	43	29868	f	married  	3	3	monthly	y	5	1	bad loss  
103013	41	29860	m	divsepwid	2	5	weekly 	n	3	3	good risk 
103341	45	29840	m	divsepwid	3	6	weekly 	y	4	3	bad profit
103856	43	29803	m	married  	3	3	weekly 	y	4	1	bad loss  
100058	29	29749	m	single   	0	0	monthly	y	2	0	good risk 
104070	49	29748	m	married  	3	3	monthly	y	4	2	bad loss  
103660	49	29747	m	divsepwid	4	6	weekly 	y	3	2	bad profit
100210	40	29718	m	single   	0	0	monthly	y	2	0	good risk 
100212	41	29702	m	single   	0	0	monthly	y	1	0	good risk 
103071	42	29699	m	divsepwid	2	5	weekly 	y	5	2	bad profit
103992	47	29691	m	married  	2	4	weekly 	y	4	1	good risk 
103400	46	29656	f	divsepwid	4	6	weekly 	n	4	2	good risk 
103267	44	29640	f	divsepwid	4	6	weekly 	y	4	2	bad profit
100138	36	29608	m	single   	0	0	monthly	y	1	0	good risk 
104005	26	29602	f	married  	2	3	weekly 	y	5	2	bad loss  
103833	42	29548	m	married  	3	3	weekly 	y	4	2	bad loss  
102927	40	29524	f	divsepwid	2	6	weekly 	y	4	2	bad profit
104104	50	29515	f	married  	2	3	monthly	y	4	1	bad loss  
104068	49	29478	m	married  	2	3	monthly	y	5	1	bad loss  
103098	42	29465	f	divsepwid	4	5	weekly 	y	5	3	bad loss  
100072	30	29451	m	single   	0	1	monthly	y	0	0	good risk 
103723	50	29440	f	divsepwid	3	5	weekly 	y	5	2	bad loss  
103575	30	29438	m	divsepwid	4	6	weekly 	y	4	2	good risk 
103411	46	29425	m	divsepwid	3	6	weekly 	y	4	2	bad profit
103484	47	29413	m	divsepwid	3	5	weekly 	y	3	2	bad loss  
103578	48	29412	m	divsepwid	3	5	weekly 	n	3	2	bad loss  
103320	45	29397	m	divsepwid	2	6	weekly 	n	3	2	bad loss  
100266	45	29382	f	single   	0	1	monthly	y	2	0	good risk 
103728	50	29374	f	divsepwid	2	6	weekly 	n	3	2	bad profit
104111	50	29360	m	married  	3	4	monthly	y	5	2	bad loss  
103824	42	29351	m	married  	2	4	monthly	y	4	2	bad loss  
100195	39	29343	f	single   	0	0	monthly	y	2	0	good risk 
103998	47	29337	f	married  	3	4	monthly	y	4	2	bad loss  
103066	42	29308	f	divsepwid	3	5	weekly 	y	4	3	bad loss  
103156	43	29301	f	divsepwid	3	5	weekly 	y	3	2	bad profit
103318	45	29298	f	divsepwid	2	5	weekly 	y	4	2	bad profit
103160	43	29298	m	divsepwid	3	6	weekly 	n	5	3	bad profit
103741	50	29283	m	divsepwid	4	6	weekly 	n	5	3	bad profit
103738	30	29282	f	divsepwid	3	5	weekly 	y	5	3	bad profit
103489	32	29258	f	divsepwid	2	5	weekly 	n	5	3	good risk 
100173	38	29222	f	single   	0	0	monthly	y	1	0	good risk 
104006	47	29217	m	married  	2	3	monthly	y	4	1	bad loss  
100201	40	29216	m	single   	0	1	monthly	y	2	0	good risk 
103825	42	29184	m	married  	2	4	monthly	y	5	1	bad loss  
103939	30	29180	f	married  	3	4	weekly 	y	4	2	bad loss  
102912	37	29167	m	divsepwid	2	6	weekly 	n	4	3	bad profit
103569	48	29119	f	divsepwid	2	5	weekly 	n	3	2	bad profit
103719	50	29069	f	divsepwid	4	6	weekly 	n	5	2	good risk 
103004	41	29069	m	divsepwid	2	5	weekly 	n	3	3	bad profit
103147	43	29068	m	divsepwid	2	5	weekly 	n	4	3	bad profit
103421	38	29060	m	divsepwid	3	5	weekly 	n	5	2	bad profit
104078	49	29029	f	married  	3	4	weekly 	y	4	1	bad loss  
103931	29	28952	f	married  	3	3	monthly	y	4	1	bad loss  
103935	32	28942	m	married  	2	4	monthly	y	4	2	bad loss  
103164	43	28905	f	divsepwid	3	6	weekly 	n	5	2	bad loss  
100606	40	28901	f	married  	0	1	monthly	y	1	0	good risk 
103773	40	28883	f	married  	2	4	weekly 	y	4	1	bad loss  
103322	45	28862	f	divsepwid	2	6	weekly 	y	5	2	bad loss  
100019	26	28852	m	single   	0	1	monthly	y	2	0	good risk 
100771	45	28840	m	married  	0	1	monthly	y	1	0	good risk 
104105	50	28813	m	married  	3	4	monthly	y	4	1	bad loss  
103830	31	28802	f	married  	3	4	monthly	y	5	2	bad loss  
103168	43	28799	f	divsepwid	2	6	weekly 	y	5	3	good risk 
102926	40	28785	m	divsepwid	4	6	weekly 	y	5	3	bad loss  
104075	49	28708	m	married  	2	3	monthly	y	5	2	bad loss  
103152	43	28658	f	divsepwid	4	5	weekly 	y	5	2	bad loss  
103965	46	28626	m	married  	2	3	weekly 	y	4	2	bad loss  
103868	43	28592	m	married  	3	3	weekly 	y	4	1	bad loss  
103858	43	28567	m	married  	3	3	monthly	y	5	2	bad loss  
102985	38	28528	f	divsepwid	3	6	weekly 	y	4	2	bad loss  
102996	41	28513	m	divsepwid	2	5	weekly 	y	5	3	bad loss  
103588	48	28490	m	divsepwid	2	6	weekly 	n	3	2	bad profit
103019	41	28487	m	divsepwid	4	5	weekly 	y	3	2	bad profit
103644	31	28474	m	divsepwid	2	5	weekly 	n	3	3	bad profit
100708	43	28469	m	married  	1	1	monthly	y	2	0	good risk 
104047	48	28461	f	married  	3	3	weekly 	y	5	2	good risk 
102915	40	28455	f	divsepwid	3	6	weekly 	y	4	2	bad profit
100052	29	28454	m	single   	0	0	monthly	y	0	0	good risk 
103072	42	28418	m	divsepwid	3	5	weekly 	y	3	3	good risk 
103099	32	28415	m	divsepwid	4	6	weekly 	n	3	3	bad profit
103061	42	28407	m	divsepwid	2	6	weekly 	n	3	2	bad loss  
103239	44	28371	f	divsepwid	3	5	weekly 	y	4	3	bad profit
103664	49	28336	f	divsepwid	2	5	weekly 	n	5	3	good risk 
103159	43	28275	f	divsepwid	3	6	weekly 	n	4	3	bad loss  
103568	48	28252	m	divsepwid	2	5	weekly 	y	4	2	bad loss  
103259	44	28230	f	divsepwid	2	5	weekly 	n	4	2	bad loss  
100247	44	28218	f	single   	0	0	monthly	y	0	0	good risk 
103725	26	28172	m	divsepwid	3	6	weekly 	n	3	3	good risk 
103799	41	28156	m	married  	3	4	weekly 	y	4	1	bad loss  
100461	36	28156	f	married  	0	1	monthly	y	1	0	good risk 
104115	34	28146	m	married  	2	3	monthly	y	5	1	bad loss  
103169	43	28136	f	divsepwid	4	5	weekly 	y	4	3	bad loss  
103582	48	28115	m	divsepwid	2	5	weekly 	y	4	2	bad loss  
103722	50	28109	f	divsepwid	2	6	weekly 	n	3	2	bad profit
103149	43	28102	m	divsepwid	2	6	weekly 	n	4	2	bad profit
103248	44	28063	f	divsepwid	3	6	weekly 	n	5	2	good risk 
103597	48	28060	m	divsepwid	2	6	weekly 	n	5	3	good risk 
100193	39	28050	m	single   	0	0	monthly	y	2	0	bad profit
100165	38	28036	m	single   	0	1	monthly	y	2	0	good risk 
100007	33	28018	m	single   	0	1	monthly	y	1	0	good risk 
103402	31	27995	m	divsepwid	2	6	weekly 	n	5	3	bad profit
103406	46	27994	m	divsepwid	2	5	weekly 	n	3	2	bad loss  
103429	30	27990	f	divsepwid	2	6	weekly 	y	5	3	bad loss  
104116	50	27940	m	married  	3	4	weekly 	y	5	2	bad loss  
100426	35	27933	m	married  	0	1	monthly	y	2	1	bad profit
102986	41	27928	f	divsepwid	4	5	weekly 	n	4	2	bad profit
100166	38	27915	f	single   	0	0	monthly	y	0	0	good risk 
100238	43	27901	f	single   	0	0	monthly	y	2	0	good risk 
102994	41	27885	f	divsepwid	4	6	weekly 	y	5	2	bad loss  
103485	31	27862	f	divsepwid	4	5	weekly 	y	3	2	bad loss  
103326	45	27859	m	divsepwid	2	6	weekly 	y	5	3	good risk 
100184	39	27841	m	single   	0	0	monthly	y	0	0	good risk 
100542	38	27828	f	married  	1	1	monthly	y	1	0	good risk 
103257	44	27816	m	divsepwid	2	5	weekly 	y	4	3	good risk 
103909	44	27808	f	married  	3	3	weekly 	y	5	1	bad loss  
103064	42	27796	m	divsepwid	2	6	weekly 	n	5	2	bad loss  
100208	40	27739	m	single   	0	0	monthly	y	2	0	good risk 
100128	35	27706	m	single   	0	1	monthly	y	2	0	good risk 
103407	46	27693	m	divsepwid	2	5	weekly 	n	5	2	bad profit
103165	43	27669	f	divsepwid	3	6	weekly 	n	5	3	bad loss  
103068	30	27661	m	divsepwid	3	6	weekly 	y	3	3	bad loss  
104067	34	27647	f	married  	2	4	monthly	y	4	2	bad profit
100060	29	27632	f	single   	0	1	monthly	y	1	0	bad loss  
103399	46	27596	m	divsepwid	3	5	weekly 	n	5	2	bad profit
103645	49	27591	m	divsepwid	2	5	weekly 	n	5	2	good risk 
103910	44	27590	m	married  	3	3	monthly	y	4	2	bad loss  
103975	46	27569	m	married  	3	3	weekly 	y	4	2	bad loss  
103482	47	27565	m	divsepwid	2	5	weekly 	n	5	2	good risk 
103502	47	27539	m	divsepwid	2	6	weekly 	y	4	2	bad profit
104114	50	27535	f	married  	2	3	monthly	y	4	1	bad loss  
100120	34	27530	f	single   	0	0	monthly	y	0	0	good risk 
103867	43	27517	m	married  	2	4	weekly 	y	5	2	bad loss  
100084	31	27505	m	single   	0	1	monthly	y	0	0	good risk 
103343	45	27467	m	divsepwid	4	5	weekly 	n	5	3	good risk 
104112	50	27457	f	married  	3	3	monthly	y	5	1	good risk 
103242	44	27402	f	divsepwid	3	6	weekly 	n	5	2	good risk 
103964	26	27379	m	married  	2	4	weekly 	y	5	1	bad loss  
